Release	Date	%+-YD	%+-LW	Days	google trends	Avg TD	Avg YD	Weekly	Weekly %+-YD	Weekly %+-LW	Avg Theatre	Avg per Theatre Avg	Avg To Date	Y	Week + 1
Pray: The Story of Patrick Peyton	2020-10-26	167.20000000000005	-422.9	147.0	0.108576	24.57142857142857	24.285714285714285	4331.0	167.20000000000005	-422.9	24.857142857142854	27.142857142857146	58336.714285714275	2020-11-02	4898.0
Yellow Rose	2020-10-26	-51.00000000000002	-531.3	147.0	0.0468	20.428571428571427	19.714285714285715	7485.0	-51.00000000000002	-531.3	74.0	17.714285714285715	353743.7142857142	2020-11-02	7430.0
Possessor	2020-10-26	-49.7	-283.8	196.0	0.17846399999999998	14.142857142857142	14.0	30698.0	-49.7	-283.8	97.14285714285714	44.714285714285715	733175.1428571428	2020-11-02	6318.0
The Informer	2020-11-02	-25.8	0.0	6.0	0.29577600000000004	3.8571428571428568	2.5714285714285716	133475.0	-25.8	0.0	121.28571428571428	67.28571428571429	40237.142857142855	2020-11-09	115256.0
Toy Story2020 Re-release	2020-11-02	-7.6999999999999975	0.0	6.0	0.17435294117647054	2.142857142857143	1.4285714285714286	505000.0	-7.6999999999999975	0.0	900.8571428571428	34.0	151428.57142857142	2020-11-09	222000.0
2 Hearts	2020-11-02	26.999999999999986	-350.6	147.0	0.22464	11.428571428571427	11.285714285714285	102804.0	26.999999999999986	-350.6	673.2857142857142	28.285714285714285	1248121.2857142857	2020-11-09	39604.0
Tulsa	2020-11-02	2151.5	851.9	539.0	0.052416	26.142857142857146	26.285714285714285	1566.0	2151.5	851.9	9.0	24.42857142857143	411307.4285714286	2020-11-09	1109.0
A Call to Spy	2020-11-02	196.6	-28.0	245.0	0.036192	18.285714285714285	18.714285714285715	11237.0	196.6	-28.0	24.714285714285715	61.85714285714285	135407.0	2020-11-09	8056.0
She Dies Tomorrow	2020-11-02	-33.2	-244.5	386.0	0.014851200000000004	11.857142857142858	12.428571428571427	1595.0	-33.2	-244.5	0.5714285714285714	227.85714285714286	227508.42857142852	2020-11-09	0.0
The Kid Detective	2020-11-02	-33.8	-558.5999999999998	147.0	0.01248	17.428571428571427	16.714285714285715	8938.0	-33.8	-558.5999999999998	115.42857142857143	11.571428571428573	359761.0	2020-11-09	955.0
No Escape	2020-11-02	-51.2	-115.2	190.0	0.111072	13.571428571428573	14.428571428571427	465.0	-51.2	-115.2	4.571428571428571	8.0	95897.57142857145	2020-11-09	0.0
Heaven	2020-11-02	339.6	-204.6	245.0	1.26	27.0	27.142857142857146	803.0	339.6	-204.6	7.142857142857142	17.428571428571427	110571.14285714287	2020-11-09	220.0
Honest Thief	2020-11-02	144.40000000000003	-182.2	196.0	0.93	2.8571428571428568	2.7142857142857144	1619272.0	144.40000000000003	-182.2	2298.714285714286	101.85714285714286	10273587.714285716	2020-11-09	1184504.0
Possessor	2020-11-02	-22.3	-257.8	134.0	0.209664	8.0	8.571428571428571	6318.0	-22.3	-257.8	50.28571428571429	10.0	428450.5714285714	2020-11-09	0.0
Yellow Rose	2020-11-02	103.9	86.19999999999996	196.0	0.04396363636363637	19.857142857142858	20.428571428571427	7430.0	103.9	86.19999999999996	26.714285714285715	51.28571428571429	360029.4285714286	2020-11-09	3728.0
The Last Shift	2020-11-02	808.5000000000001	607.8000000000002	294.0	0.027456	26.714285714285715	27.142857142857146	725.0	808.5000000000001	607.8000000000002	13.0	7.571428571428571	644086.5714285715	2020-11-09	152122.0
Pray: The Story of Patrick Peyton	2020-11-02	291.50000000000006	154.09999999999997	196.0	0.21216	21.714285714285715	22.0	4898.0	291.50000000000006	154.09999999999997	18.428571428571427	36.57142857142857	62450.714285714275	2020-11-09	3742.0
Ava	2020-11-02	-32.2	-109.9	162.0	0.48	9.142857142857142	9.714285714285714	4176.0	-32.2	-109.9	5.142857142857143	66.0	283504.71428571426	2020-11-09	0.0
Twiceborn	2020-11-02	475.6	258.7	147.0	0.0	27.57142857142857	28.285714285714285	567.0	475.6	258.7	2.142857142857143	63.28571428571429	10638.57142857143	2020-11-09	553.0
The War with Grandpa	2020-11-02	269.2	26.4	196.0	0.51456	3.0	2.8571428571428568	1930168.0	269.2	26.4	2357.714285714286	116.71428571428572	12247639.0	2020-11-09	1814182.0
Let Him Go	2020-11-02	-34.9	0.0	6.0	1.94	0.42857142857142855	0.2857142857142857	4000470.0	-34.9	0.0	1051.7142857142858	232.57142857142856	1225728.5714285714	2020-11-09	2832430.0
The SpongeBob Movie: Sponge on the Run	2020-11-02	225.8	-26.0	588.0	3.698924731182797	15.285714285714285	15.428571428571427	20332.0	225.8	-26.0	73.85714285714286	47.0	4790470.571428572	2020-11-09	8092.0
Infidel	2020-11-02	-25.4	-487.0	343.0	0.18461538461538465	20.428571428571427	19.857142857142858	5881.0	-25.4	-487.0	52.28571428571429	18.285714285714285	4046591.7142857136	2020-11-09	1868.0
The Call	2020-11-02	116.5	-246.1	213.0	1.5	12.142857142857142	9.571428571428571	21864.0	116.5	-246.1	56.14285714285714	52.85714285714285	424942.2857142858	2020-11-09	4960.0
Spell	2020-11-02	132.3	-106.0	49.0	5.2105263157894735	8.571428571428571	8.571428571428571	186303.0	132.3	-106.0	368.57142857142856	71.85714285714286	286962.0	2020-11-09	91819.0
Unhinged	2020-11-02	49.09999999999999	-250.1	588.0	1.39	9.571428571428571	9.571428571428571	129664.0	49.09999999999999	-250.1	504.28571428571433	42.0	20695733.57142857	2020-11-09	60833.0
Words on Bathroom Walls	2020-11-02	254.7	383.5	314.0	0.036192	13.857142857142858	10.285714285714286	2480.0	254.7	383.5	5.428571428571429	38.42857142857143	1450517.5714285714	2020-11-09	2141.0
The Broken Hearts Gallery	2020-11-02	296.3	296.4	392.0	0.0624	17.857142857142858	18.571428571428573	15541.0	296.3	296.4	157.42857142857142	11.857142857142858	4050212.4285714286	2020-11-09	6428.0
The Addams Family2020 Re-release	2020-11-02	-106.39999999999998	-410.9	98.0	0.33	10.142857142857142	8.857142857142858	87471.0	-106.39999999999998	-410.9	621.2857142857142	25.285714285714285	648598.0	2020-11-09	5918.0
After We Collided	2020-11-02	17.300000000000004	-281.3	98.0	5.793650793650794	11.714285714285715	12.0	99246.0	17.300000000000004	-281.3	459.8571428571428	34.714285714285715	2293328.1428571427	2020-11-09	33124.0
Love and Monsters	2020-11-02	136.10000000000002	-166.5	147.0	0.76	9.714285714285714	10.142857142857142	154533.0	136.10000000000002	-166.5	217.57142857142856	113.42857142857143	842207.2857142857	2020-11-09	120688.0
Counter Column	2020-11-02	46.29999999999998	-420.1	147.0	0.0	26.285714285714285	26.285714285714285	756.0	46.29999999999998	-420.1	5.0	21.428571428571427	14913.285714285714	2020-11-09	257.0
Kindred	2020-11-02	-25.7	0.0	6.0	0.2184	8.285714285714286	5.571428571428571	6795.0	-25.7	0.0	21.428571428571427	19.285714285714285	2034.5714285714291	2020-11-09	1667.0
The Empty Man	2020-11-02	67.99999999999997	-381.2	98.0	0.34752	5.0	4.571428571428571	456799.0	67.99999999999997	-381.2	1704.7142857142858	44.57142857142857	2501131.4285714286	2020-11-09	179811.0
Come Play	2020-11-02	137.59999999999997	-128.3	49.0	1.8645833333333333	1.4285714285714286	1.2857142857142858	2605030.0	137.59999999999997	-128.3	2183.0	170.14285714285714	4312316.428571428	2020-11-09	1564990.0
The New Mutants	2020-11-02	89.1	-176.39999999999995	490.0	0.77	7.2857142857142865	7.428571428571429	191423.0	89.1	-176.39999999999995	455.57142857142856	71.71428571428571	23480159.71428572	2020-11-09	154511.0
True to the Game 2	2020-11-02	-6.899999999999999	0.0	6.0	0.242112	2.8571428571428568	2.0	274631.0	-6.899999999999999	0.0	105.85714285714286	158.71428571428572	80377.71428571429	2020-11-09	404260.0
Heaven	2020-11-09	-73.2	14.1	162.0	0.52	15.428571428571427	15.714285714285715	220.0	-73.2	14.1	3.4285714285714284	5.0	63521.42857142857	2020-11-16	0.0
The SpongeBob Movie: Sponge on the Run	2020-11-09	369.3	167.39999999999995	358.0	3.322580645161291	9.142857142857142	9.0	8092.0	369.3	167.39999999999995	31.42857142857143	20.857142857142858	2746887.8571428573	2020-11-16	0.0
Bump Kowalski and the Ten Commandments	2020-11-09	0.0	0.0	124.0	0.0	3.571428571428572	0.0	378.0	0.0	0.0	0.14285714285714285	54.0	527.1428571428571	2020-11-16	0.0
The War with Grandpa	2020-11-09	324.9	53.10000000000001	245.0	0.4512	3.1428571428571432	3.1428571428571432	1814182.0	324.9	53.10000000000001	2261.0	117.57142857142857	14163228.285714285	2020-11-16	973453.0
Come Away	2020-11-09	16.1	0.0	6.0	0.4342356164383562	4.714285714285714	3.1428571428571432	106084.0	16.1	0.0	203.57142857142856	31.57142857142857	30661.285714285717	2020-11-16	59472.0
Come Play	2020-11-09	190.9	-273.9	98.0	1.8958333333333333	2.8571428571428568	2.5714285714285716	1564990.0	190.9	-273.9	2090.0	109.71428571428572	6437042.142857143	2020-11-16	777275.0
Toy Story2020 Re-release	2020-11-09	18.1	-167.2	27.0	0.31934117647058824	3.571428571428572	2.2857142857142856	222000.0	18.1	-167.2	582.8571428571429	23.142857142857146	281142.85714285716	2020-11-16	0.0
Guardians of the Galaxy2020 Re-release	2020-11-09	3.3999999999999986	0.0	6.0	0.16348800000000002	2.5714285714285716	1.7142857142857142	406000.0	3.3999999999999986	0.0	668.5714285714286	36.857142857142854	119571.42857142855	2020-11-16	136000.0
The New Mutants	2020-11-09	55.20000000000001	-54.90000000000001	539.0	1.0799999999999998	9.857142857142858	9.142857142857142	154511.0	55.20000000000001	-54.90000000000001	279.0	85.57142857142857	23664840.0	2020-11-16	73449.0
Freaky	2020-11-09	-54.7	0.0	6.0	10.000000000000002	0.42857142857142855	0.2857142857142857	3600355.0	-54.7	0.0	1059.4285714285713	207.85714285714286	1138727.142857143	2020-11-16	2053090.0
Elf2020 Re-release	2020-11-09	-21.70000000000001	0.0	6.0	1.8461538461538465	4.0	2.5714285714285716	170000.0	-21.70000000000001	0.0	128.57142857142858	80.71428571428571	53386.28571428573	2020-11-16	180000.0
Yellow Rose	2020-11-09	-18.9	258.8	134.0	0.011345454545454546	9.714285714285714	10.285714285714286	3728.0	-18.9	258.8	9.714285714285714	31.0	209386.8571428572	2020-11-16	0.0
Infidel	2020-11-09	-142.8	-474.4	392.0	0.16923076923076924	23.42857142857143	22.857142857142854	1868.0	-142.8	-474.4	20.142857142857142	13.714285714285715	4050473.7142857136	2020-11-16	768.0
Pray: The Story of Patrick Peyton	2020-11-09	666.2	-170.4	245.0	0.167232	23.42857142857143	23.57142857142857	3742.0	666.2	-170.4	19.0	27.57142857142857	66909.85714285714	2020-11-16	1494.0
Spell	2020-11-09	43.7	-281.6	98.0	2.649122807017544	13.0	12.0	91819.0	43.7	-281.6	278.42857142857144	63.0	439034.7142857143	2020-11-16	15391.0
Love and Monsters	2020-11-09	118.70000000000002	-118.2	196.0	0.91	11.142857142857142	10.571428571428571	120688.0	118.70000000000002	-118.2	156.42857142857142	120.0	985460.1428571428	2020-11-16	22201.0
Words on Bathroom Walls	2020-11-09	-12.399999999999993	11.699999999999989	588.0	0.184704	23.285714285714285	23.142857142857146	2141.0	-12.399999999999993	11.699999999999989	6.857142857142858	41.57142857142857	2541307.1428571427	2020-11-16	150.0
2 Hearts	2020-11-09	-22.300000000000004	-413.4	196.0	0.16535999999999998	15.285714285714285	14.428571428571427	39604.0	-22.300000000000004	-413.4	280.0	24.57142857142857	1320277.7142857143	2020-11-16	8781.0
Let Him Go	2020-11-09	114.99999999999996	-169.7	49.0	1.6299999999999997	1.4285714285714286	1.2857142857142858	2832430.0	114.99999999999996	-169.7	2455.714285714286	164.28571428571428	5386378.571428572	2020-11-16	1110540.0
The Addams Family2020 Re-release	2020-11-09	-74.1	-368.70000000000016	78.0	0.08	8.428571428571429	8.571428571428571	5918.0	-74.1	-368.70000000000016	61.14285714285714	7.7142857142857135	386771.1428571429	2020-11-16	0.0
Kindred	2020-11-09	-73.80000000000003	0.0	22.0	0.152256	11.428571428571427	11.142857142857142	1667.0	-73.80000000000003	0.0	28.57142857142857	4.571428571428571	4478.857142857143	2020-11-16	0.0
A Call to Spy	2020-11-09	286.5	-137.2	294.0	0.027456	19.285714285714285	18.857142857142858	8056.0	286.5	-137.2	18.857142857142858	100.57142857142857	145957.7142857143	2020-11-16	2168.0
The Broken Hearts Gallery	2020-11-09	88.1	-143.10000000000005	441.0	0.04612173913043478	19.428571428571427	18.714285714285715	6428.0	88.1	-143.10000000000005	249.85714285714286	3.1428571428571432	4063218.857142857	2020-11-16	1273.0
True to the Game 2	2020-11-09	151.40000000000003	-6.3000000000000025	49.0	0.5728319999999999	5.857142857142858	5.7142857142857135	404260.0	151.40000000000003	-6.3000000000000025	261.57142857142856	214.42857142857144	459327.5714285714	2020-11-16	248896.0
The Call	2020-11-09	-60.19999999999998	-299.0	213.0	1.5862068965517242	14.285714285714285	11.285714285714285	4960.0	-60.19999999999998	-299.0	23.714285714285715	21.428571428571427	366534.2857142858	2020-11-16	1014.0
Unhinged	2020-11-09	-24.5	-333.7000000000001	637.0	1.42	13.857142857142858	13.0	60833.0	-24.5	-333.7000000000001	289.14285714285717	35.0	20795955.285714287	2020-11-16	0.0
Counter Column	2020-11-09	-270.6	-431.6	196.0	0.0	27.57142857142857	27.714285714285715	257.0	-270.6	-431.6	3.2857142857142856	13.571428571428573	15407.285714285714	2020-11-16	25.0
The Last Shift	2020-11-09	49849.2	181056.2	343.0	0.027456	18.714285714285715	21.857142857142854	152122.0	49849.2	181056.2	65.28571428571429	163.42857142857142	686086.8571428572	2020-11-16	237863.0
Honest Thief	2020-11-09	143.0	-155.2	245.0	1.14	4.285714285714286	4.142857142857143	1184504.0	143.0	-155.2	2056.714285714286	86.0	11724717.714285715	2020-11-16	642302.0
The Kid Detective	2020-11-09	-6.400000000000008	-337.9000000000001	106.0	0.033696	13.285714285714285	13.0	955.0	-6.400000000000008	-337.9000000000001	36.57142857142857	1.8571428571428568	207886.8571428572	2020-11-16	0.0
The Informer	2020-11-09	6.999999999999992	-163.70000000000005	49.0	0.34694400000000003	11.428571428571427	10.428571428571429	115256.0	6.999999999999992	-163.70000000000005	233.7142857142857	79.0	194180.7142857143	2020-11-16	37442.0
After We Collided	2020-11-09	-23.39999999999999	-445.90000000000015	147.0	4.126984126984127	15.857142857142858	15.0	33124.0	-23.39999999999999	-445.90000000000015	257.57142857142856	23.142857142857146	2361676.285714286	2020-11-16	6047.0
Ammonite	2020-11-09	-14.0	0.0	6.0	0.4	5.571428571428571	3.8571428571428568	87552.0	-14.0	0.0	120.0	44.42857142857143	25689.42857142857	2020-11-16	23383.0
Tulsa	2020-11-09	696.1	202.4	588.0	0.08736000000000001	25.857142857142854	26.0	1109.0	696.1	202.4	7.7142857142857135	22.857142857142854	412792.1428571429	2020-11-16	0.0
The Empty Man	2020-11-09	-25.90000000000001	-373.3	147.0	0.2112	9.285714285714286	8.285714285714286	179811.0	-25.90000000000001	-373.3	927.1428571428572	33.714285714285715	2845108.0	2020-11-16	44281.0
Twiceborn	2020-11-09	566.4	1019.3	106.0	0.0	14.0	14.428571428571427	553.0	566.4	1019.3	0.5714285714285714	79.0	6417.857142857143	2020-11-16	0.0
After We Collided	2020-11-16	-97.4	-564.4	196.0	2.9365079365079367	18.0	17.571428571428573	6047.0	-97.4	-564.4	93.85714285714286	13.285714285714285	2380682.8571428573	2020-11-23	2290.0
Ammonite	2020-11-16	9.0	-219.8	27.0	0.24	7.428571428571429	5.142857142857143	23383.0	9.0	-219.8	77.14285714285714	18.285714285714285	44192.28571428573	2020-11-23	7250.0
A Call to Spy	2020-11-16	29.39999999999999	-93.2	190.0	0.017472	9.142857142857142	10.142857142857142	2168.0	29.39999999999999	-93.2	4.571428571428571	38.42857142857143	86309.42857142858	2020-11-23	0.0
2 Hearts	2020-11-16	8.399999999999991	-538.8000000000002	245.0	0.1404	17.0	16.857142857142858	8781.0	8.399999999999991	-538.8000000000002	107.71428571428572	14.714285714285715	1341672.2857142857	2020-11-23	2718.0
Vanguard	2020-11-16	-15.5	0.0	6.0	1.59	3.0	2.0	380428.0	-15.5	0.0	589.2857142857142	39.285714285714285	112981.28571428572	2020-11-23	301009.0
The War with Grandpa	2020-11-16	249.1	-313.6	294.0	0.35136	3.2857142857142856	3.4285714285714284	973453.0	249.1	-313.6	1949.142857142857	77.85714285714286	15617239.857142854	2020-11-23	1009656.0
Come Play	2020-11-16	166.0	-359.90000000000015	147.0	1.78125	4.285714285714286	4.285714285714286	777275.0	166.0	-359.90000000000015	1708.0	74.28571428571429	7625119.285714285	2020-11-23	591625.0
Buddy Games	2020-11-16	-32.0	0.0	6.0	0.122304	5.0	3.2857142857142856	150497.0	-32.0	0.0	171.85714285714286	53.42857142857143	45848.0	2020-11-23	174157.0
Words on Bathroom Walls	2020-11-16	38.099999999999966	-632.8	637.0	0.202176	23.0	23.0	150.0	38.099999999999966	-632.8	2.7142857142857144	11.428571428571427	2542435.5714285714	2020-11-23	24.0
Come Away	2020-11-16	134.10000000000002	-197.0	49.0	0.4786849315068493	12.285714285714285	11.714285714285715	59472.0	134.10000000000002	-197.0	384.57142857142856	26.0	135697.42857142858	2020-11-23	16449.0
True to the Game 2	2020-11-16	97.2	-248.1	98.0	0.370656	8.857142857142858	8.428571428571429	248896.0	97.2	-248.1	253.14285714285717	149.57142857142858	801105.5714285716	2020-11-23	190020.0
Guardians of the Galaxy2020 Re-release	2020-11-16	9.9	-199.7	27.0	0.159744	5.571428571428571	3.7142857142857135	136000.0	9.9	-199.7	349.28571428571433	23.714285714285715	213857.1428571429	2020-11-23	0.0
Infidel	2020-11-16	1401.7	-32.599999999999966	441.0	0.16923076923076924	22.0	22.57142857142857	768.0	1401.7	-32.599999999999966	9.142857142857142	9.571428571428571	4051328.2857142864	2020-11-23	189.0
Gekijouban Fate/Stay Night: Heaven's Feel - III. Spring Song	2020-11-16	-27.0	0.0	12.0	0.0	4.0	2.4285714285714284	200000.0	-27.0	0.0	130.28571428571428	93.85714285714286	61428.57142857143	2020-11-23	0.0
The Empty Man	2020-11-16	46.00000000000002	-527.8	196.0	0.18048	14.142857142857142	13.714285714285715	44281.0	46.00000000000002	-527.8	375.71428571428567	22.714285714285715	2944382.4285714286	2020-11-23	13296.0
The Call	2020-11-16	-47.2	-411.1	343.0	2.1896551724137927	21.428571428571427	21.285714285714285	1014.0	-47.2	-411.1	14.0	12.857142857142858	515823.5714285714	2020-11-23	330.0
Honest Thief	2020-11-16	142.5	-325.2999999999999	294.0	0.9	5.571428571428571	5.571428571428571	642302.0	142.5	-325.2999999999999	1590.5714285714291	65.71428571428571	12649707.57142857	2020-11-23	537113.0
The Broken Hearts Gallery	2020-11-16	-77.3	-219.3	274.0	0.03662608695652174	9.714285714285714	10.428571428571429	1273.0	-77.3	-219.3	136.57142857142858	0.5714285714285714	2323986.5714285714	2020-11-23	0.0
Freaky	2020-11-16	64.2	-189.3	49.0	6.58730158730159	1.0	1.0	2053090.0	64.2	-189.3	2294.142857142857	133.14285714285714	4604850.0	2020-11-23	1389310.0
The Forgotten Carols	2020-11-16	-101.1	0.0	6.0	0.009513504	6.142857142857142	3.571428571428572	103839.0	-101.1	0.0	25.285714285714285	251.28571428571428	36294.42857142857	2020-11-23	156728.0
The Last Vermeer	2020-11-16	-32.7	0.0	6.0	0.197184	3.571428571428572	2.4285714285714284	225691.0	-32.7	0.0	390.8571428571428	35.285714285714285	68503.85714285714	2020-11-23	263144.0
The New Mutants	2020-11-16	6.9999999999999885	-358.7	588.0	1.14	11.142857142857142	11.0	73449.0	6.9999999999999885	-358.7	167.85714285714286	77.28571428571429	23776417.71428572	2020-11-23	13873.0
Let Him Go	2020-11-16	103.20000000000002	-427.70000000000016	98.0	0.98	2.2857142857142856	2.142857142857143	1110540.0	103.20000000000002	-427.70000000000016	2221.8571428571427	76.14285714285714	7355922.857142857	2020-11-23	763680.0
The Last Shift	2020-11-16	4.899999999999995	319107.4	218.0	0.008736	2.2857142857142856	2.8571428571428568	237863.0	4.899999999999995	319107.4	77.14285714285714	251.42857142857144	549015.4285714285	2020-11-23	0.0
Spell	2020-11-16	23.20000000000001	-227.1	78.0	0.912280701754386	6.857142857142858	8.0	15391.0	23.20000000000001	-227.1	90.85714285714286	13.571428571428573	282168.71428571426	2020-11-23	0.0
The Santa Clause2020 Re-release	2020-11-16	-10.200000000000003	0.0	6.0	0.37195294117647054	2.2857142857142856	1.4285714285714286	461000.0	-10.200000000000003	0.0	677.5714285714286	41.57142857142857	137857.14285714287	2020-11-23	245000.0
Counter Column	2020-11-16	-100.0	-240.5	134.0	0.0	12.285714285714285	13.285714285714285	25.0	-100.0	-240.5	0.5714285714285714	3.571428571428572	8863.0	2020-11-23	0.0
Love and Monsters	2020-11-16	-70.5	-194.1	134.0	0.25	5.7142857142857135	6.285714285714287	22201.0	-70.5	-194.1	73.71428571428571	24.285714285714285	607283.0	2020-11-23	0.0
The Informer	2020-11-16	-58.20000000000002	-457.5	98.0	0.12604800000000002	14.428571428571427	14.0	37442.0	-58.20000000000002	-457.5	123.0	53.714285714285715	270363.71428571426	2020-11-23	14287.0
Elf2020 Re-release	2020-11-16	22.5	33.0	27.0	2.519230769230769	4.428571428571429	3.1428571428571432	180000.0	22.5	33.0	111.0	99.14285714285714	125814.85714285714	2020-11-23	430000.0
Pray: The Story of Patrick Peyton	2020-11-16	425.9	-263.7	294.0	0.188448	20.428571428571427	20.142857142857142	1494.0	425.9	-263.7	16.0	14.571428571428573	69961.71428571429	2020-11-23	136.0
Embattled	2020-11-16	-62.0	0.0	6.0	0.33939512195121946	8.428571428571429	5.571428571428571	15141.0	-62.0	0.0	29.142857142857146	31.57142857142857	4853.285714285715	2020-11-23	10662.0
The Grinch	2020-11-23	-43.8	0.0	2253.0	1.41	6.7142857142857135	4.571428571428571	82000.0	-43.8	0.0	68.57142857142857	73.14285714285714	116009128.57142857	2020-11-30	81000.0
The Empty Man	2020-11-23	99.79999999999998	-492.00000000000006	245.0	0.10176	17.285714285714285	16.857142857142858	13296.0	99.79999999999998	-492.00000000000006	125.57142857142857	16.428571428571427	2972987.4285714286	2020-11-30	3631.0
After We Collided	2020-11-23	50.6	-412.5	245.0	2.3809523809523814	22.428571428571423	22.0	2290.0	50.6	-412.5	13.0	24.714285714285715	2384267.714285714	2020-11-30	957.0
The Forgotten Carols	2020-11-23	156.99999999999997	-97.8	49.0	0.013117104	12.285714285714285	12.571428571428573	156728.0	156.99999999999997	-97.8	61.42857142857143	363.28571428571433	193789.42857142852	2020-11-30	77126.0
The Shade Shepherd	2020-11-23	0.0	0.0	41.0	0.0	3.8571428571428568	0.0	101.0	0.0	0.0	0.14285714285714285	14.428571428571427	302.2857142857143	2020-11-30	0.0
The Croods: A New Age	2020-11-23	41.8	0.0	15.0	3.17	0.7142857142857143	0.5714285714285714	14274455.0	41.8	0.0	1579.2857142857142	921.8571428571428	5890870.0	2020-11-30	6065810.0
The Call	2020-11-23	5.300000000000004	-123.6	162.0	0.7758620689655171	9.285714285714286	8.714285714285714	330.0	5.300000000000004	-123.6	2.5714285714285716	7.571428571428571	221321.1428571429	2020-11-30	0.0
Vanguard	2020-11-23	0.5	-174.3	49.0	2.04	8.571428571428571	8.142857142857142	301009.0	0.5	-174.3	973.1428571428572	44.57142857142857	538987.4285714285	2020-11-30	85227.0
Infidel	2020-11-23	-114.1	192.2	274.0	0.015384615384615384	13.285714285714285	13.142857142857142	189.0	-114.1	192.2	6.857142857142858	2.0	2315390.5714285714	2020-11-30	0.0
Last Call	2020-11-23	58.20000000000001	0.0	15.0	0.0484848	16.571428571428573	13.142857142857142	2994.0	58.20000000000001	0.0	11.571428571428573	25.857142857142854	1195.0	2020-11-30	1515.0
The Bra	2020-11-23	0.0	0.0	41.0	0.0	4.0	0.0	88.0	0.0	0.0	0.14285714285714285	12.571428571428573	1106.0	2020-11-30	0.0
2 Hearts	2020-11-23	-80.5	-468.4	294.0	0.07488	22.285714285714285	21.571428571428577	2718.0	-80.5	-468.4	39.0	12.428571428571427	1347174.5714285714	2020-11-30	862.0
Let Him Go	2020-11-23	39.29999999999999	-174.3	147.0	2.58	3.7142857142857135	3.571428571428572	763680.0	39.29999999999999	-174.3	1709.857142857143	67.57142857142857	8314437.142857143	2020-11-30	317885.0
Stardust	2020-11-23	61.2	0.0	15.0	0.213408	15.142857142857142	12.142857142857142	5964.0	61.2	0.0	29.714285714285715	20.0	2368.142857142857	2020-11-30	1749.0
Words on Bathroom Walls	2020-11-23	-133.3	-272.7	386.0	0.026208	14.285714285714285	14.142857142857142	24.0	-133.3	-272.7	0.5714285714285714	3.4285714285714284	1452864.4285714286	2020-11-30	0.0
National Lampoon's Christmas Vacation2020 Re-release	2020-11-23	123.79999999999998	0.0	15.0	0.0	7.2857142857142865	6.0	220000.0	123.79999999999998	0.0	220.0	101.57142857142857	82857.14285714286	2020-11-30	155000.0
In the Life of Music	2020-11-23	0.0	0.0	104.0	0.0	3.7142857142857135	0.0	112.0	0.0	0.0	0.14285714285714285	16.0	883.0	2020-11-30	0.0
The Informer	2020-11-23	65.20000000000002	-428.4	147.0	0.195936	16.142857142857142	16.428571428571427	14287.0	65.20000000000002	-428.4	48.0	59.0	292645.85714285716	2020-11-30	0.0
Ammonite	2020-11-23	-17.3	-206.5	48.0	0.23	8.142857142857142	5.571428571428571	7250.0	-17.3	-206.5	24.857142857142854	17.714285714285715	68005.71428571429	2020-11-30	0.0
Honest Thief	2020-11-23	88.39999999999998	-66.4	343.0	0.7	5.857142857142858	5.571428571428571	537113.0	88.39999999999998	-66.4	1054.7142857142858	75.57142857142857	13250094.142857146	2020-11-30	282588.0
The Santa Clause2020 Re-release	2020-11-23	38.1	-188.0	40.0	0.8662588235294117	5.7142857142857135	4.571428571428571	245000.0	38.1	-188.0	778.5714285714287	31.857142857142854	428571.4285714286	2020-11-30	0.0
Come Play	2020-11-23	73.79999999999998	-93.1	196.0	1.7916666666666667	5.142857142857143	5.0	591625.0	73.79999999999998	-93.1	0.0	0.0	8352710.714285715	2020-11-30	316900.0
Elf2020 Re-release	2020-11-23	86.7	250.0	75.0	6.134615384615384	4.571428571428571	3.7142857142857135	430000.0	86.7	250.0	487.8571428571428	89.57142857142857	419691.4285714286	2020-11-30	315000.0
Embattled	2020-11-23	268.20000000000005	-165.9	49.0	0.27090731707317073	18.857142857142858	18.428571428571427	10662.0	268.20000000000005	-165.9	58.0	29.42857142857143	20296.571428571428	2020-11-30	1197.0
Find Your Voice	2020-11-23	0.0	0.0	76.0	0.0	3.571428571428572	0.0	157.0	0.0	0.0	0.14285714285714285	22.428571428571423	859.8571428571429	2020-11-30	0.0
Freaky	2020-11-23	18.099999999999994	-191.4	98.0	5.317460317460318	1.7142857142857142	1.5714285714285714	1389310.0	18.099999999999994	-191.4	1919.0	106.28571428571428	6347896.428571427	2020-11-30	713195.0
The War with Grandpa	2020-11-23	51.0	312.8	343.0	0.35904	2.7142857142857144	2.5714285714285716	1009656.0	51.0	312.8	1607.4285714285709	91.28571428571428	16689214.285714285	2020-11-30	414811.0
Frozen2020 Re-release	2020-11-23	136.1	0.0	15.0	2.43	9.142857142857142	7.2857142857142865	155000.0	136.1	0.0	976.4285714285713	15.714285714285715	60000.0	2020-11-30	60000.0
The New Mutants	2020-11-23	-69.4	-561.0	637.0	0.82	17.142857142857142	16.428571428571427	13873.0	-69.4	-561.0	58.57142857142857	38.57142857142857	23821049.71428572	2020-11-30	5348.0
Pray: The Story of Patrick Peyton	2020-11-23	407.3	-411.0	244.0	0.103584	18.714285714285715	15.285714285714285	136.0	407.3	-411.0	1.4285714285714286	9.571428571428571	50550.714285714275	2020-11-30	257.0
